name,phone,whatsapp,address,area,city,rating,reviews,categories,lat,lon,pincode,docid,weburl,rating_ln,images,verified,paid_status
NB Dance Class & Event Company,08123458967,,Near Mansarovar,Opposite Cenra Bankk Mansarovar,jaipur,5,370 Ratings,"Corporate Companies, Dance Classes",26.8662154,75.7577275,302020,0141PX141.X141.230527174423.D1W7,https://www.justdial.com/Jaipur/NB-Dance-Class-Event-Company-Near-Mansarovar/0141PX141-X141-230527174423-D1W7_BZDET,5,https://content.jdmagicbox.com/v2/comp/jaipur/w7/0141px141.x141.230527174423.d1w7/catalogue/nb-dance-class-and-event-company-mansarovar-jaipur-dance-classes-rl11855hum.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/w7/0141px141.x141.230527174423.d1w7/catalogue/nb-dance-class-and-event-company-mansarovar-jaipur-wedding-bands-44zkbmev5p.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/w7/0141px141.x141.230527174423.d1w7/catalogue/nb-dance-class-and-event-company-mansarovar-jaipur-wedding-bands-56jbjvxfhh.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/w7/0141px141.x141.230527174423.d1w7/catalogue/nb-dance-class-and-event-company-mansarovar-jaipur-wedding-bands-heufak9dzi.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/w7/0141px141.x141.230527174423.d1w7/catalogue/nb-dance-class-and-event-company-mansarovar-jaipur-wedding-bands-9uvf4lgut7.jpg,1,1
Mishy Events,09972215665,,JkJ Jewellers Jagatpura Flyover Road,Jagatpura Jagatpura Flyover Road,jaipur,4.7,6 Ratings,"Caterers, Event Organisers",26.8234047,75.8468913,302017,0141PX141.X141.250831162813.I3R3,https://www.justdial.com/Jaipur/Mishy-Events-Jkj-Jewellers-Jagatpura-Flyover-Road/0141PX141-X141-250831162813-I3R3_BZDET,4.7,https://content.jdmagicbox.com/v2/comp/jaipur/r3/0141px141.x141.250831162813.i3r3/catalogue/mishy-events-jagatpura-flyover-road-jaipur-caterers-psipqvdjx9.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/r3/0141px141.x141.250831162813.i3r3/catalogue/mishy-events-jagatpura-flyover-road-jaipur-caterers-ugaoqy2y7i.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/r3/0141px141.x141.250831162813.i3r3/catalogue/mishy-events-jagatpura-flyover-road-jaipur-caterers-3q3vaetmsf.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/r3/0141px141.x141.250831162813.i3r3/catalogue/mishy-events-jagatpura-flyover-road-jaipur-caterers-z3777xnqmu.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/r3/0141px141.x141.250831162813.i3r3/catalogue/mishy-events-jagatpura-flyover-road-jaipur-caterers-venrd9v3ne.jpg,1,1
Riwaaz Events,08971836859,,Near Pink Square Mall Janta Colony,Mandir Marg Janta Colony,Jaipur,4.9,15 Ratings,"Event Organisers, Wedding Planners",26.8996238,75.8323066,302004,0141PX141.X141.170915024738.G3C8,https://www.justdial.com/Jaipur/Riwaaz-Events-Near-Pink-Square-Mall-Janta-Colony/0141PX141-X141-170915024738-G3C8_BZDET,4.9,https://content.jdmagicbox.com/v2/comp/jaipur/c8/0141px141.x141.170915024738.g3c8/catalogue/riwaaz-events-and-packing-janta-colony-jaipur-event-organisers-for-dance-parties-wik629dypw.jpg;https://content.jdmagicbox.com/comp/jaipur/c8/0141px141.x141.170915024738.g3c8/catalogue/riwaaz-events-and-packing-janta-colony-jaipur-event-organisers-for-dance-parties-lz5xwwpzwx.jpg;https://content.jdmagicbox.com/comp/jaipur/r2/0141px141.x141.160926154926.n4r2/catalogue/riwaaz-event-adarsh-nagar-jaipur-event-organisers-0tejzgyaep.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/r2/0141px141.x141.160926154926.n4r2/catalogue/riwaaz-event-adarsh-nagar-jaipur-event-organisers-8f4pbsz9ea.jpg;https://content.jdmagicbox.com/comp/jaipur/r2/0141px141.x141.160926154926.n4r2/catalogue/riwaaz-event-adarsh-nagar-jaipur-event-organisers-cdwvlik0ve.jpg,1,1
The Venue Desk,08460301382,,Near By Panchwati Circle Raja Park,Raja Park,jaipur,4.5,11 Ratings,"Event Organisers, Wedding Planners",26.8923066,75.8069666,302004,0141PX141.X141.230606114642.U7A2,https://www.justdial.com/Jaipur/The-Venue-Desk-Near-By-Panchwati-Circle-Raja-Park/0141PX141-X141-230606114642-U7A2_BZDET,4.5,https://content.jdmagicbox.com/v2/comp/jaipur/a2/0141px141.x141.230606114642.u7a2/catalogue/the-venue-desk-raja-park-jaipur-wedding-planners-q3hxjdyt04.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/a2/0141px141.x141.230606114642.u7a2/catalogue/the-venue-desk-raja-park-jaipur-wedding-planners-vgryk1l0ba.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/a2/0141px141.x141.230606114642.u7a2/catalogue/the-venue-desk-raja-park-jaipur-wedding-planners-7zree0z1t5.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/a2/0141px141.x141.230606114642.u7a2/catalogue/the-venue-desk-raja-park-jaipur-wedding-planners-imvfz50910.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/a2/0141px141.x141.230606114642.u7a2/catalogue/the-venue-desk-raja-park-jaipur-wedding-planners-hytqkw8isq.jpg,1,1
The Hook Step Dance Institute,07048366539,,Near Chabras Restaurant Nirman Nagar,Kings Road Nirman Nagar,jaipur,5,191 Ratings,"Dance Classes, Wedding Planners",26.888547835643,75.751148614448,302019,0141PX141.X141.230420162802.V9Q5,https://www.justdial.com/Jaipur/The-Hook-Step-Dance-Institute-Near-Chabras-Restaurant-Nirman-Nagar/0141PX141-X141-230420162802-V9Q5_BZDET,5,https://content.jdmagicbox.com/v2/comp/jaipur/q5/0141px141.x141.230420162802.v9q5/catalogue/the-hook-step-dance-institute-nirman-nagar-jaipur-dance-classes-pzm95pa8aj.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/q5/0141px141.x141.230420162802.v9q5/catalogue/the-hook-step-dance-institute-nirman-nagar-jaipur-dance-classes-bmjca9hbv1.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/q5/0141px141.x141.230420162802.v9q5/catalogue/the-hook-step-dance-institute-nirman-nagar-jaipur-dance-classes-fyrhrcqk1h.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/q5/0141px141.x141.230420162802.v9q5/catalogue/the-hook-step-dance-institute-nirman-nagar-jaipur-dance-classes-b2cu844slw.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/q5/0141px141.x141.230420162802.v9q5/catalogue/the-hook-step-dance-institute-nirman-nagar-jaipur-dance-classes-cejpf78dw8.jpg,1,1
Meyraki Designs,09980720564,,Near PVR Mall Vaishali Nagar,Gandhi Path Vaishali Nagar,Jaipur,5,16 Ratings,"Event Organisers, Wedding Planners",26.9135642693,75.7417844955,302021,0141PX141.X141.181016193048.H4Y3,https://www.justdial.com/Jaipur/Meyraki-Designs-Near-Pvr-Mall-Vaishali-Nagar/0141PX141-X141-181016193048-H4Y3_BZDET,5,https://content.jdmagicbox.com/v2/comp/jaipur/y3/0141px141.x141.181016193048.h4y3/catalogue/meyraki-designs-vaishali-nagar-jaipur-event-organisers-for-new-year-party-n6o1j7ei1f.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/y3/0141px141.x141.181016193048.h4y3/catalogue/meyraki-designs-vaishali-nagar-jaipur-event-organisers-for-new-year-party-qft15sp9fd.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/y3/0141px141.x141.181016193048.h4y3/catalogue/meyraki-designs-vaishali-nagar-jaipur-event-organisers-for-new-year-party-nsnjr5impn.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/y3/0141px141.x141.181016193048.h4y3/catalogue/meyraki-designs-vaishali-nagar-jaipur-event-organisers-for-new-year-party-waeg8bs5j0.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/y3/0141px141.x141.181016193048.h4y3/catalogue/meyraki-designs-vaishali-nagar-jaipur-event-organisers-for-new-year-party-z550ldeunk.jpg,1,1
Shagun Events & Hotel S.K.Paradise,07041463785,,Laxmi Mandir Cinema Tonk Road,Lal Kothi Tonk Road,Jaipur,3.9,30 Ratings,,26.8893053832,75.8109978487,302015,0141PX141.X141.140618162653.X1Z9,https://www.justdial.com/Jaipur/Shagun-Events-Hotel-SKParadise-Laxmi-Mandir-Cinema-Tonk-Road/0141PX141-X141-140618162653-X1Z9_BZDET,3.9,https://content.jdmagicbox.com/comp/jaipur/z9/0141px141.x141.140618162653.x1z9/catalogue/shagun-events-and-hotel-s-k-paradise-tonk-road-jaipur-event-organisers-eaip4a7o4h.jpg;https://content.jdmagicbox.com/comp/jaipur/z9/0141px141.x141.140618162653.x1z9/catalogue/shagun-events-and-hotel-s-k-paradise-tonk-road-jaipur-event-organisers-r66ji9x1ov.jpg;https://content.jdmagicbox.com/comp/jaipur/z9/0141px141.x141.140618162653.x1z9/catalogue/shagun-events-and-hotel-s-k-paradise-tonk-road-jaipur-event-organisers-kvzj320ag3.jpg;https://content.jdmagicbox.com/comp/jaipur/z9/0141px141.x141.140618162653.x1z9/catalogue/shagun-events-and-hotel-s-k-paradise-tonk-road-jaipur-event-organisers-r7nxzp45ep.jpg;https://content.jdmagicbox.com/comp/jaipur/z9/0141px141.x141.140618162653.x1z9/catalogue/shagun-events-and-hotel-s-k-paradise-tonk-road-jaipur-event-organisers-p28zf4q84w.jpg,1,1
Shri Radhey Electrical Decorators & Events,06366932284,,Near Rangoli Garden Road Vaishali Nagar,Maharana Pratap Marg Vaishali Nagar,jaipur,4.8,15 Ratings,"Caterers, Event Organisers",26.909478,75.7179182,302021,0141PX141.X141.240710144156.P4Q6,https://www.justdial.com/Jaipur/Shri-Radhey-Electrical-Decorators-Events-Near-Rangoli-Garden-Road-Vaishali-Nagar/0141PX141-X141-240710144156-P4Q6_BZDET,4.8,https://content.jdmagicbox.com/v2/comp/jaipur/q6/0141px141.x141.240710144156.p4q6/catalogue/shri-radhey-electrical-decorators-and-events-vaishali-nagar-jaipur-event-organisers-jfa13tvqmy.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/q6/0141px141.x141.240710144156.p4q6/catalogue/shri-radhey-electrical-decorators-and-events-vaishali-nagar-jaipur-event-organisers-6un0z0w89w.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/q6/0141px141.x141.240710144156.p4q6/catalogue/shri-radhey-electrical-decorators-and-events-vaishali-nagar-jaipur-event-organisers-zu2mvs977v.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/q6/0141px141.x141.240710144156.p4q6/catalogue/shri-radhey-electrical-decorators-vaishali-nagar-jaipur-event-organisers-q91m13r29e.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/q6/0141px141.x141.240710144156.p4q6/catalogue/shri-radhey-electrical-decorators-vaishali-nagar-jaipur-event-organisers-dj7h4pz5un.jpg,1,1
Bhagyashree Events,09980811785,,Near Atharva Palace Ajmer Road,Chack Mojya Mode Ajmer Road,jaipur,3.8,5 Ratings,"Event Organisers, Wedding Planners",26.8914919,75.7446736,302012,0141PX141.X141.230420062327.K4W5,https://www.justdial.com/Jaipur/Bhagyashree-Events-Near-Atharva-Palace-Ajmer-Road/0141PX141-X141-230420062327-K4W5_BZDET,3.8,https://content.jdmagicbox.com/comp/jaipur/w5/0141px141.x141.230420062327.k4w5/catalogue/bhagyashree-events-jaipur-wedding-planners-5bvabys4a1.jpg;https://content.jdmagicbox.com/comp/jaipur/w5/0141px141.x141.230420062327.k4w5/catalogue/bhagyashree-events-jaipur-wedding-planners-ksso0em4w2.jpg;https://content.jdmagicbox.com/comp/jaipur/w5/0141px141.x141.230420062327.k4w5/catalogue/bhagyashree-events-jaipur-wedding-planners-73mb914wg7.jpg;https://content.jdmagicbox.com/comp/jaipur/w5/0141px141.x141.230420062327.k4w5/catalogue/bhagyashree-events-jaipur-wedding-planners-80439q976f.jpg;https://content.jdmagicbox.com/comp/jaipur/w5/0141px141.x141.230420062327.k4w5/catalogue/bhagyashree-events-jaipur-wedding-planners-l3a1yxt7pi.jpg,1,1
Eva Sky Events and Hospitality,07048786249,,Saint Soldiers Public School Sector 8 Pratap Nagar Pratap Nagar,Near Gopinath Namkin Bhandar Pratap Nagar,jaipur,5,104 Ratings,"Caterers, Event Organisers",26.7997158,75.8165845,302033,0141PX141.X141.250228210511.K7P6,https://www.justdial.com/Jaipur/Eva-Sky-Events-and-Hospitality-Saint-Soldiers-Public-School-Sector-8-Pratap-Nagar-Pratap-Nagar/0141PX141-X141-250228210511-K7P6_BZDET,5,https://content.jdmagicbox.com/v2/comp/jaipur/p6/0141px141.x141.250228210511.k7p6/catalogue/eva-sky-events-and-hospitality-pratap-nagar-jaipur-event-organisers-orcjo7d6dr.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/p6/0141px141.x141.250228210511.k7p6/catalogue/eva-sky-events-and-hospitality-pratap-nagar-jaipur-event-organisers-0epxlkacod.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/p6/0141px141.x141.250228210511.k7p6/catalogue/eva-sky-events-and-hospitality-pratap-nagar-jaipur-event-organisers-uauhn7hxlj.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/p6/0141px141.x141.250228210511.k7p6/catalogue/eva-sky-events-and-hospitality-pratap-nagar-jaipur-event-organisers-fw9ffokc81.jpg;https://content.jdmagicbox.com/v2/comp/jaipur/p6/0141px141.x141.250228210511.k7p6/catalogue/eva-sky-events-and-hospitality-pratap-nagar-jaipur-event-organisers-auo6spyhlf.jpg,1,1
