name,phone,whatsapp,address,area,city,rating,reviews,categories,lat,lon,pincode,docid,weburl,rating_ln,images,verified,paid_status
Kratika Media Networks,08460510996,, Manglia,402-403 APOLLO SQUARE Manglia,indore,5,1 Rating,"Event Organisers, Anchoring Services",22.724972998717,75.874906291511,453771,0731PX731.X731.250424170847.F2J8,https://www.justdial.com/Indore/Kratika-Media-Networks-Manglia/0731PX731-X731-250424170847-F2J8_BZDET,5,https://content.jdmagicbox.com/v2/comp/indore/j8/0731px731.x731.250424170847.f2j8/catalogue/kritika-media-networks-manglia-indore-event-management-companies-989eypo67e.jpg;https://content.jdmagicbox.com/v2/comp/indore/j8/0731px731.x731.250424170847.f2j8/catalogue/kritika-media-networks-manglia-indore-event-management-companies-9wp7mdz5no.jpg;https://content.jdmagicbox.com/v2/comp/indore/j8/0731px731.x731.250424170847.f2j8/catalogue/kratika-media-networks-manglia-indore-event-management-companies-a90g8pelj7.jpg;https://content.jdmagicbox.com/v2/comp/indore/j8/0731px731.x731.250424170847.f2j8/catalogue/kratika-media-networks-manglia-indore-event-management-companies-a90g8pelj7-250.jpg;https://content.jdmagicbox.com/v2/comp/indore/j8/0731px731.x731.250424170847.f2j8/catalogue/kritika-media-networks-manglia-indore-event-management-companies-9wp7mdz5no-250.jpg,1,1
Nofa Enterprises,08197493384,,Lane Besides SY Function Hall Shivarampalli,Pillar No :258 Shivarampalli,Hyderabad,4.9,38 Ratings,"Event Organisers For Corporate, Exhibition Stalls On Rent",17.3358218,78.4250963,500052,040PXX40.XX40.131123125243.X8R9,https://www.justdial.com/Hyderabad/Nofa-Enterprises-Lane-Besides-Sy-Function-Hall-Shivarampalli/040PXX40-XX40-131123125243-X8R9_BZDET,4.9,https://content.jdmagicbox.com/v2/comp/hyderabad/r9/040pxx40.xx40.131123125243.x8r9/catalogue/nofa-enterprises-shivarampalli-hyderabad-event-organisers-for-corporate-v4ekx39faa.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/r9/040pxx40.xx40.131123125243.x8r9/catalogue/nofa-enterprises-shivarampalli-hyderabad-event-organisers-for-corporate-vzsqio02j4.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/r9/040pxx40.xx40.131123125243.x8r9/catalogue/nofa-enterprises-shivarampalli-hyderabad-event-organisers-for-corporate-n00lro07dm.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/r9/040pxx40.xx40.131123125243.x8r9/catalogue/nofa-enterprises-shivarampalli-hyderabad-event-organisers-for-corporate-1166gfos01.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/r9/040pxx40.xx40.131123125243.x8r9/catalogue/nofa-enterprises-shivarampalli-hyderabad-event-organisers-for-corporate-u0640udxmw.jpg,1,6
Balloons Unlimited Himayathnagar,08197719950,,Opp to Shanti Tvs Showroom Adjacent to New Chaitanya Junior College Himayat Nagar,Himayath Nagar Main Road Himayat Nagar,hyderabad,4.8,"2,026 Ratings","Flower Decorators, Birthday Party Decorators",17.4006039,78.4889707,500029,040PXX40.XX40.170429003007.W2F2,https://www.justdial.com/Hyderabad/Balloons-Unlimited-Himayathnagar-Opp-To-Shanti-Tvs-Showroom-Adjacent-To-New-Chaitanya-Junior-College-Himayat-Nagar/040PXX40-XX40-170429003007-W2F2_BZDET,4.8,https://content.jdmagicbox.com/v2/comp/hyderabad/f2/040pxx40.xx40.170429003007.w2f2/catalogue/balloons-unlimited-himayathnagar-himayat-nagar-hyderabad-balloon-decorators-998phf44p7.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/f2/040pxx40.xx40.170429003007.w2f2/catalogue/balloons-unlimited-himayathnagar-himayat-nagar-hyderabad-balloon-decorators-mnb76davg5.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/f2/040pxx40.xx40.170429003007.w2f2/catalogue/balloons-unlimited-himayathnagar-himayat-nagar-hyderabad-balloon-decorators-dbbqlndll4.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/f2/040pxx40.xx40.170429003007.w2f2/catalogue/balloons-unlimited-himayathnagar-himayat-nagar-hyderabad-balloon-decorators-46fimpec7k.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/f2/040pxx40.xx40.170429003007.w2f2/catalogue/balloons-unlimited-himayathnagar-himayat-nagar-hyderabad-balloon-decorators-6a0ym.jpg,1,6
Gs Events,08401951896,,Behind Nova ENT Hospital Raj Bhavan Quarters Colony,Iirummanzil Raj Bhavan Quarters Colony,hyderabad,5,4 Ratings,"Event Organisers For Corporate, Event Organisers For College",17.419087789979,78.457706270189,500041,040PXX40.XX40.240903202327.F2Q9,https://www.justdial.com/Hyderabad/Gs-Events-Behind-Nova-Ent-Hospital-Raj-Bhavan-Quarters-Colony/040PXX40-XX40-240903202327-F2Q9_BZDET,5,https://content.jdmagicbox.com/v2/comp/hyderabad/q9/040pxx40.xx40.240903202327.f2q9/catalogue/gs-events-raj-bhavan-quarters-colony-hyderabad-event-organisers-for-corporate-i33c3kp89o.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/q9/040pxx40.xx40.240903202327.f2q9/catalogue/gs-events-raj-bhavan-quarters-colony-hyderabad-event-management-companies-d41dy6tg3f.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/q9/040pxx40.xx40.240903202327.f2q9/catalogue/gs-events-hyderabad-event-management-companies-vhphwmsu96.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/q9/040pxx40.xx40.240903202327.f2q9/catalogue/gs-events-hyderabad-event-management-companies-kfqxts5vx7.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/q9/040pxx40.xx40.240903202327.f2q9/catalogue/gs-events-hyderabad-event-management-companies-vhphwmsu96-250.jpg,1,6
Funkaar Entertainment,08867686323,, Banjara Hills,Banjara Hills,hyderabad,2.8,6 Ratings,"Bhajan Singers, Event Organisers For Corporate",17.4164707,78.438246,500034,040PXX40.XX40.250721125119.U8Z3,https://www.justdial.com/Hyderabad/Funkaar-Entertainment-Banjara-Hills/040PXX40-XX40-250721125119-U8Z3_BZDET,2.8,https://content.jdmagicbox.com/v2/comp/hyderabad/z3/040pxx40.xx40.250721125119.u8z3/catalogue/funkaar-entertainment-banjara-hills-hyderabad-bands-pk3z3iqi24.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/z3/040pxx40.xx40.250721125119.u8z3/catalogue/funkaar-entertainment-banjara-hills-hyderabad-bands-uhydgz1gb5.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/z3/040pxx40.xx40.250721125119.u8z3/catalogue/funkaar-entertainment-banjara-hills-hyderabad-bands-ie7rat735h.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/z3/040pxx40.xx40.250721125119.u8z3/catalogue/funkaar-entertainment-banjara-hills-hyderabad-bands-j5i5i7sn8l.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/z3/040pxx40.xx40.250721125119.u8z3/catalogue/funkaar-entertainment-banjara-hills-hyderabad-bands-jz5a7d07hi.jpg,1,6
Bright Audio Visuals,08123176887,,Near Rashmi Nagar Park Madhapur,Win Win Tower A2 BlockSiddhi Vinayak Nagar Madhapur,hyderabad,4.8,25 Ratings,"Projectors On Rent, LED Screens On Rent",17.432531,78.384996,500081,040PXX40.XX40.240826190804.J9V5,https://www.justdial.com/Hyderabad/Bright-Audio-Visuals-Near-Rashmi-Nagar-Park-Madhapur/040PXX40-XX40-240826190804-J9V5_BZDET,4.8,https://content.jdmagicbox.com/v2/comp/hyderabad/v5/040pxx40.xx40.240826190804.j9v5/catalogue/bright-audio-visuals-madhapur-hyderabad-audio-visual-equipments-on-rent-brmdpwr01l.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/v5/040pxx40.xx40.240826190804.j9v5/catalogue/bright-audio-visuals-madhapur-hyderabad-audio-visual-equipments-on-rent-a1nh0xz1mt.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/v5/040pxx40.xx40.240826190804.j9v5/catalogue/bright-audio-visuals-madhapur-hyderabad-audio-visual-equipments-on-rent-qrlijc094p.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/v5/040pxx40.xx40.240826190804.j9v5/catalogue/bright-audio-visuals-madhapur-hyderabad-audio-visual-equipments-on-rent-5ncp0ycgpn.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/v5/040pxx40.xx40.240826190804.j9v5/catalogue/bright-audio-visuals-madhapur-hyderabad-audio-visual-equipments-on-rent-1c8dihavod.jpg,1,6
Singer Pavan Umapathi,09054604128,,Vijetha School Ameerpet,Panduranganagar Ameerpet,hyderabad,5,4 Ratings,"Music Classes, Event Organisers",17.434938416667,78.450363138889,500016,040PXX40.XX40.251212203053.U3C7,https://www.justdial.com/Hyderabad/Singer-Pavan-Umapathi-Vijetha-School-Ameerpet/040PXX40-XX40-251212203053-U3C7_BZDET,5,https://content.jdmagicbox.com/v2/comp/hyderabad/c7/040pxx40.xx40.251212203053.u3c7/catalogue/singer-pavan-umapathi-ameerpet-hyderabad-singers-oupomxc1z8.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/c7/040pxx40.xx40.251212203053.u3c7/catalogue/singer-pavan-umapathi-ameerpet-hyderabad-orchestra-bands-b7b4jxjnph.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/c7/040pxx40.xx40.251212203053.u3c7/catalogue/singer-pavan-umapathi-ameerpet-hyderabad-singers-y7z6p4h9g2.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/c7/040pxx40.xx40.251212203053.u3c7/catalogue/singer-pavan-umapathi-ameerpet-hyderabad-singers-5xzd51ctev.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/c7/040pxx40.xx40.251212203053.u3c7/catalogue/singer-pavan-umapathi-ameerpet-hyderabad-singers-z1n77un6hy.jpg,1,5
Vivaah Wedding Planner,09980841976,,Near By Sampoorna Super Market Manikonda,Sree Krishna Heights Manikonda,hyderabad,4.7,12 Ratings,"Event Organisers, Event Organisers For Wedding",17.4074215,78.3823527,500089,040PXX40.XX40.220117151144.L6P4,https://www.justdial.com/Hyderabad/Vivaah-Wedding-Planner-Near-By-Sampoorna-Super-Market-Manikonda/040PXX40-XX40-220117151144-L6P4_BZDET,4.7,https://content.jdmagicbox.com/v2/comp/hyderabad/p4/040pxx40.xx40.220117151144.l6p4/catalogue/vivaah-wedding-planner-secunderabad-city-secunderabad-wedding-decorators-pki1t31m60.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/p4/040pxx40.xx40.220117151144.l6p4/catalogue/vivaah-wedding-planner-manikonda-hyderabad-event-organisers-d1t65ffv83.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/p4/040pxx40.xx40.220117151144.l6p4/catalogue/vivaah-wedding-planner-manikonda-hyderabad-event-organisers-pqvmdqj2bb.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/p4/040pxx40.xx40.220117151144.l6p4/catalogue/vivaah-wedding-planner-manikonda-hyderabad-event-organisers-7fkf6z6xkx.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/p4/040pxx40.xx40.220117151144.l6p4/catalogue/vivaah-wedding-planner-manikonda-hyderabad-event-organisers-ac4p8d0a4b.jpg,1,5
Shekhar Events,07411827460,,Near Sai Baba Temple Suchitra Cross Road,Bhagyalakshmi Colony Suchitra Cross Road,hyderabad,5,1 Rating,"Flower Decorators, Wedding Decorators",17.5083969,78.4627598,500067,040PXX40.XX40.251023113820.M2H7,https://www.justdial.com/Hyderabad/Shekhar-Events-Near-Sai-Baba-Temple-Suchitra-Cross-Road/040PXX40-XX40-251023113820-M2H7_BZDET,5,https://content.jdmagicbox.com/v2/comp/hyderabad/h7/040pxx40.xx40.251023113820.m2h7/catalogue/sankallp-events-suchitra-cross-road-hyderabad-event-organisers-for-wedding-zlzl8hy737.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/h7/040pxx40.xx40.251023113820.m2h7/catalogue/sankallp-events-suchitra-cross-road-hyderabad-lighting-decorators-o0btgyeu1b.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/h7/040pxx40.xx40.251023113820.m2h7/catalogue/sankallp-events-suchitra-cross-road-hyderabad-lighting-decorators-ektj7ayal1.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/h7/040pxx40.xx40.251023113820.m2h7/catalogue/sankallp-events-suchitra-cross-road-hyderabad-lighting-decorators-3pqk4axfhx.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/h7/040pxx40.xx40.251023113820.m2h7/catalogue/sankallp-events-suchitra-cross-road-hyderabad-lighting-decorators-tr22akg4rn.jpg,1,5
Nawab Caterers Catering Events & Wedding Services,09054459462,,Near Bada Chilla New Allapur,Borabanda Station Road New Allapur,hyderabad,4.7,6 Ratings,"Caterers, Event Organisers",17.4563931,78.4084132,500018,040PXX40.XX40.250526200936.C1B2,https://www.justdial.com/Hyderabad/Nawab-Caterers-Catering-Events-Wedding-Services-Near-Bada-Chilla-New-Allapur/040PXX40-XX40-250526200936-C1B2_BZDET,4.7,https://content.jdmagicbox.com/v2/comp/hyderabad/b2/040pxx40.xx40.250526200936.c1b2/catalogue/nawab-caterers-new-allapur-hyderabad-caterers-q0cc4s18en.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/b2/040pxx40.xx40.250526200936.c1b2/catalogue/nawab-caterers-new-allapur-hyderabad-caterers-tb4d1vesfx.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/b2/040pxx40.xx40.250526200936.c1b2/catalogue/nawab-caterers-new-allapur-hyderabad-caterers-yicmasprs8.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/b2/040pxx40.xx40.250526200936.c1b2/catalogue/nawab-caterers-new-allapur-hyderabad-caterers-zwtoftsz9p.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/b2/040pxx40.xx40.250526200936.c1b2/catalogue/nawab-caterers-new-allapur-hyderabad-caterers-3y2f2dbae9.jpg,1,5
